Pair Number,System A,System B,BLEU Score A,BLEU p-value A,BLEU Mean A,BLEU CI A,BLEU Score B,BLEU p-value B,BLEU Mean B,BLEU CI B,Significant
190,Baseline: results/text-simplification/nts_test_selected/result_nts_search_27_epoch14_10.21.t7_5_h1,results/text-simplification/nts_test_selected/result_nts_search_35_epoch12_10.39.t7_5_h1,89.8677797061458,,89.89929650633958,2.22541343940798,89.2327912326083,0.1838161838161838,89.26235697052515,2.2229172580831076,0
191,Baseline: results/text-simplification/nts_test_selected/result_nts_search_27_epoch14_10.21.t7_5_h1,results/text-simplification/nts_test_selected/result_nts_search_14_epoch12_10.49.t7_5_h1,89.8677797061458,,89.89929650633958,2.22541343940798,85.07422738199156,0.000999000999000999,85.04069706735268,2.715632361742017,1
192,Baseline: results/text-simplification/nts_test_selected/result_nts_search_27_epoch14_10.21.t7_5_h1,results/text-simplification/nts_test_selected/result_nts_search_25_epoch12_10.21.t7_5_h1,89.8677797061458,,89.89929650633958,2.22541343940798,87.78397316682823,0.012987012987012988,87.78311057532261,2.3990330360641963,1
193,Baseline: results/text-simplification/nts_test_selected/result_nts_search_27_epoch14_10.21.t7_5_h1,results/text-simplification/nts_test_selected/result_nts_search_21_epoch14_10.30.t7_5_h1,89.8677797061458,,89.89929650633958,2.22541343940798,88.75854584293633,0.0999000999000999,88.72938885045697,2.218190787354388,0
194,Baseline: results/text-simplification/nts_test_selected/result_nts_search_27_epoch14_10.21.t7_5_h1,results/text-simplification/nts_test_selected/result_nts_search_18_epoch13_10.49.t7_5_h1,89.8677797061458,,89.89929650633958,2.22541343940798,88.67507995231249,0.1108891108891109,88.62195135068596,2.232488928923715,0
195,Baseline: results/text-simplification/nts_test_selected/result_nts_search_27_epoch14_10.21.t7_5_h1,results/text-simplification/nts_test_selected/result_nts_search_1_epoch11_10.32.t7_5_h1,89.8677797061458,,89.89929650633958,2.22541343940798,88.77459912522352,0.0979020979020979,88.7764543827047,2.3837624806836146,0
196,Baseline: results/text-simplification/nts_test_selected/result_nts_search_27_epoch14_10.21.t7_5_h1,results/text-simplification/nts_test_selected/result_nts_search_37_epoch14_10.20.t7_5_h1,89.8677797061458,,89.89929650633958,2.22541343940798,88.3963157687157,0.061938061938061936,88.41291198220345,2.4980638248437117,0
197,Baseline: results/text-simplification/nts_test_selected/result_nts_search_27_epoch14_10.21.t7_5_h1,results/text-simplification/nts_test_selected/result_nts_search_20_epoch11_10.22.t7_5_h1,89.8677797061458,,89.89929650633958,2.22541343940798,86.99667560093822,0.000999000999000999,87.01687571575324,2.427102453600618,1
198,Baseline: results/text-simplification/nts_test_selected/result_nts_search_27_epoch14_10.21.t7_5_h1,results/text-simplification/nts_test_selected/result_nts_search_19_epoch14_10.43.t7_5_h1,89.8677797061458,,89.89929650633958,2.22541343940798,88.63554359646874,0.09290709290709291,88.66766324976408,2.31470970258804,0
199,Baseline: results/text-simplification/nts_test_selected/result_nts_search_27_epoch14_10.21.t7_5_h1,results/text-simplification/nts_test_selected/result_nts_search_12_epoch11_10.24.t7_5_h1,89.8677797061458,,89.89929650633958,2.22541343940798,88.68997481101485,0.06493506493506493,88.71283469021934,2.2218592603785297,0
200,Baseline: results/text-simplification/nts_test_selected/result_nts_search_27_epoch14_10.21.t7_5_h1,results/text-simplification/nts_test_selected/result_nts_search_38_epoch14_10.32.t7_5_h1,89.8677797061458,,89.89929650633958,2.22541343940798,88.080528013648,0.05094905094905095,88.06306106505615,2.393028203638387,0
201,Baseline: results/text-simplification/nts_test_selected/result_nts_search_27_epoch14_10.21.t7_5_h1,results/text-simplification/nts_test_selected/result_nts_search_28_epoch14_10.34.t7_5_h1,89.8677797061458,,89.89929650633958,2.22541343940798,89.3753371225337,0.21178821178821178,89.38917128248885,2.3659547826974787,0
202,Baseline: results/text-simplification/nts_test_selected/result_nts_search_27_epoch14_10.21.t7_5_h1,results/text-simplification/nts_test_selected/result_nts_search_34_epoch12_10.34.t7_5_h1,89.8677797061458,,89.89929650633958,2.22541343940798,89.24262791038683,0.15684315684315683,89.20949251887825,2.277128115462496,0
203,Baseline: results/text-simplification/nts_test_selected/result_nts_search_27_epoch14_10.21.t7_5_h1,results/text-simplification/nts_test_selected/result_nts_search_30_epoch13_10.16.t7_5_h1,89.8677797061458,,89.89929650633958,2.22541343940798,89.43034158828905,0.23876123876123875,89.41283723826393,2.1462333547480057,0
204,Baseline: results/text-simplification/nts_test_selected/result_nts_search_27_epoch14_10.21.t7_5_h1,results/text-simplification/nts_test_selected/result_nts_search_23_epoch13_10.31.t7_5_h1,89.8677797061458,,89.89929650633958,2.22541343940798,87.54359783592983,0.007992007992007992,87.5413567589357,2.3747593631962047,1
205,Baseline: results/text-simplification/nts_test_selected/result_nts_search_27_epoch14_10.21.t7_5_h1,results/text-simplification/nts_test_selected/result_nts_search_0_epoch14_10.37.t7_5_h1,89.8677797061458,,89.89929650633958,2.22541343940798,87.79156146701379,0.014985014985014986,87.80119577190246,2.634399909334867,1
206,Baseline: results/text-simplification/nts_test_selected/result_nts_search_27_epoch14_10.21.t7_5_h1,results/text-simplification/nts_test_selected/result_nts_search_32_epoch13_10.24.t7_5_h1,89.8677797061458,,89.89929650633958,2.22541343940798,88.59671505222447,0.07692307692307693,88.58141878544778,2.178758247398221,0
207,Baseline: results/text-simplification/nts_test_selected/result_nts_search_27_epoch14_10.21.t7_5_h1,results/text-simplification/nts_test_selected/result_nts_search_17_epoch13_10.13.t7_5_h1,89.8677797061458,,89.89929650633958,2.22541343940798,87.4434488118232,0.008991008991008992,87.46838050119042,2.340934224269695,1
208,Baseline: results/text-simplification/nts_test_selected/result_nts_search_27_epoch14_10.21.t7_5_h1,results/text-simplification/nts_test_selected/result_nts_search_22_epoch13_10.32.t7_5_h1,89.8677797061458,,89.89929650633958,2.22541343940798,88.33747406220984,0.03596403596403597,88.32558452817207,2.2342439023061047,1
209,Baseline: results/text-simplification/nts_test_selected/result_nts_search_27_epoch14_10.21.t7_5_h1,results/text-simplification/nts_test_selected/result_nts_search_4_epoch9_10.63.t7_5_h1,89.8677797061458,,89.89929650633958,2.22541343940798,87.14864780927392,0.001998001998001998,87.19074255446908,2.4963346556447235,1
210,Baseline: results/text-simplification/nts_test_selected/result_nts_search_27_epoch14_10.21.t7_5_h1,results/text-simplification/nts_test_selected/result_nts_search_15_epoch13_10.33.t7_5_h1,89.8677797061458,,89.89929650633958,2.22541343940798,87.79194880155316,0.016983016983016984,87.77334008808484,2.5743121108754394,1
211,Baseline: results/text-simplification/nts_test_selected/result_nts_search_27_epoch14_10.21.t7_5_h1,results/text-simplification/nts_test_selected/result_nts_search_36_epoch13_10.29.t7_5_h1,89.8677797061458,,89.89929650633958,2.22541343940798,88.08237181910852,0.028971028971028972,88.08860634996405,2.3418188558354274,1
212,Baseline: results/text-simplification/nts_test_selected/result_nts_search_27_epoch14_10.21.t7_5_h1,results/text-simplification/nts_test_selected/result_nts_search_11_epoch13_10.30.t7_5_h1,89.8677797061458,,89.89929650633958,2.22541343940798,88.70044429877855,0.061938061938061936,88.69145036380432,2.247682116510802,0
213,Baseline: results/text-simplification/nts_test_selected/result_nts_search_27_epoch14_10.21.t7_5_h1,results/text-simplification/nts_test_selected/result_nts_search_3_epoch12_10.30.t7_5_h1,89.8677797061458,,89.89929650633958,2.22541343940798,84.53254284904402,0.000999000999000999,84.49422105402822,2.884057142554674,1
214,Baseline: results/text-simplification/nts_test_selected/result_nts_search_39_epoch12_10.24.t7_5_h1,results/text-simplification/nts_test_selected/result_nts_search_31_epoch14_10.34.t7_5_h1,87.82122026562153,,87.79586041451621,2.5942019518380235,87.19795332546306,0.18681318681318682,87.1899820078139,2.420903265838831,0
215,Baseline: results/text-simplification/nts_test_selected/result_nts_search_39_epoch12_10.24.t7_5_h1,results/text-simplification/nts_test_selected/result_nts_search_13_epoch13_10.12.t7_5_h1,87.82122026562153,,87.79586041451621,2.5942019518380235,88.99845502205497,0.0919080919080919,89.00806174276883,2.141900351583466,0
216,Baseline: results/text-simplification/nts_test_selected/result_nts_search_39_epoch12_10.24.t7_5_h1,results/text-simplification/nts_test_selected/result_nts_search_10_epoch14_10.26.t7_5_h1,87.82122026562153,,87.79586041451621,2.5942019518380235,86.90840801524928,0.14685314685314685,86.9414639153218,2.3476304193015665,0
217,Baseline: results/text-simplification/nts_test_selected/result_nts_search_39_epoch12_10.24.t7_5_h1,results/text-simplification/nts_test_selected/result_nts_search_23_epoch14_10.31.t7_5_h1,87.82122026562153,,87.79586041451621,2.5942019518380235,87.27803750217201,0.19880119880119881,87.28466461989385,2.5093478001015086,0
218,Baseline: results/text-simplification/nts_test_selected/result_nts_search_39_epoch12_10.24.t7_5_h1,results/text-simplification/nts_test_selected/result_nts_search_33_epoch12_10.39.t7_5_h1,87.82122026562153,,87.79586041451621,2.5942019518380235,88.01988844143516,0.33966033966033965,87.99000811143257,2.363172206379488,0
219,Baseline: results/text-simplification/nts_test_selected/result_nts_search_39_epoch12_10.24.t7_5_h1,results/text-simplification/nts_test_selected/result_nts_search_16_epoch14_10.45.t7_5_h1,87.82122026562153,,87.79586041451621,2.5942019518380235,86.79955779738775,0.1008991008991009,86.86966499876482,2.43564647238496,0
220,Baseline: results/text-simplification/nts_test_selected/result_nts_search_39_epoch12_10.24.t7_5_h1,results/text-simplification/nts_test_selected/result_nts_search_26_epoch14_10.16.t7_5_h1,87.82122026562153,,87.79586041451621,2.5942019518380235,88.44453596788466,0.2127872127872128,88.47872660612965,2.2439012869156585,0
221,Baseline: results/text-simplification/nts_test_selected/result_nts_search_39_epoch12_10.24.t7_5_h1,results/text-simplification/nts_test_selected/result_nts_search_2_epoch13_10.27.t7_5_h1,87.82122026562153,,87.79586041451621,2.5942019518380235,87.21526223812337,0.19880119880119881,87.22452761764137,2.4472458128187426,0
222,Baseline: results/text-simplification/nts_test_selected/result_nts_search_39_epoch12_10.24.t7_5_h1,results/text-simplification/nts_test_selected/result_nts_search_35_epoch12_10.39.t7_5_h1,87.82122026562153,,87.79586041451621,2.5942019518380235,89.2327912326083,0.09290709290709291,89.26235697052515,2.2229172580831076,0
223,Baseline: results/text-simplification/nts_test_selected/result_nts_search_39_epoch12_10.24.t7_5_h1,results/text-simplification/nts_test_selected/result_nts_search_14_epoch12_10.49.t7_5_h1,87.82122026562153,,87.79586041451621,2.5942019518380235,85.07422738199156,0.011988011988011988,85.04069706735268,2.715632361742017,1
224,Baseline: results/text-simplification/nts_test_selected/result_nts_search_39_epoch12_10.24.t7_5_h1,results/text-simplification/nts_test_selected/result_nts_search_25_epoch12_10.21.t7_5_h1,87.82122026562153,,87.79586041451621,2.5942019518380235,87.78397316682823,0.4125874125874126,87.78311057532261,2.3990330360641963,0
225,Baseline: results/text-simplification/nts_test_selected/result_nts_search_39_epoch12_10.24.t7_5_h1,results/text-simplification/nts_test_selected/result_nts_search_21_epoch14_10.30.t7_5_h1,87.82122026562153,,87.79586041451621,2.5942019518380235,88.75854584293633,0.14485514485514486,88.72938885045697,2.218190787354388,0
226,Baseline: results/text-simplification/nts_test_selected/result_nts_search_39_epoch12_10.24.t7_5_h1,results/text-simplification/nts_test_selected/result_nts_search_18_epoch13_10.49.t7_5_h1,87.82122026562153,,87.79586041451621,2.5942019518380235,88.67507995231249,0.14085914085914086,88.62195135068596,2.232488928923715,0
227,Baseline: results/text-simplification/nts_test_selected/result_nts_search_39_epoch12_10.24.t7_5_h1,results/text-simplification/nts_test_selected/result_nts_search_1_epoch11_10.32.t7_5_h1,87.82122026562153,,87.79586041451621,2.5942019518380235,88.77459912522352,0.12687312687312688,88.7764543827047,2.3837624806836146,0
228,Baseline: results/text-simplification/nts_test_selected/result_nts_search_39_epoch12_10.24.t7_5_h1,results/text-simplification/nts_test_selected/result_nts_search_37_epoch14_10.20.t7_5_h1,87.82122026562153,,87.79586041451621,2.5942019518380235,88.3963157687157,0.21078921078921078,88.41291198220345,2.4980638248437117,0
229,Baseline: results/text-simplification/nts_test_selected/result_nts_search_39_epoch12_10.24.t7_5_h1,results/text-simplification/nts_test_selected/result_nts_search_20_epoch11_10.22.t7_5_h1,87.82122026562153,,87.79586041451621,2.5942019518380235,86.99667560093822,0.11888111888111888,87.01687571575324,2.427102453600618,0
230,Baseline: results/text-simplification/nts_test_selected/result_nts_search_39_epoch12_10.24.t7_5_h1,results/text-simplification/nts_test_selected/result_nts_search_19_epoch14_10.43.t7_5_h1,87.82122026562153,,87.79586041451621,2.5942019518380235,88.63554359646874,0.13786213786213786,88.66766324976408,2.31470970258804,0
231,Baseline: results/text-simplification/nts_test_selected/result_nts_search_39_epoch12_10.24.t7_5_h1,results/text-simplification/nts_test_selected/result_nts_search_12_epoch11_10.24.t7_5_h1,87.82122026562153,,87.79586041451621,2.5942019518380235,88.68997481101485,0.14385614385614387,88.71283469021934,2.2218592603785297,0
232,Baseline: results/text-simplification/nts_test_selected/result_nts_search_39_epoch12_10.24.t7_5_h1,results/text-simplification/nts_test_selected/result_nts_search_38_epoch14_10.32.t7_5_h1,87.82122026562153,,87.79586041451621,2.5942019518380235,88.080528013648,0.2957042957042957,88.06306106505615,2.393028203638387,0
233,Baseline: results/text-simplification/nts_test_selected/result_nts_search_39_epoch12_10.24.t7_5_h1,results/text-simplification/nts_test_selected/result_nts_search_28_epoch14_10.34.t7_5_h1,87.82122026562153,,87.79586041451621,2.5942019518380235,89.3753371225337,0.058941058941058944,89.38917128248885,2.3659547826974787,0
234,Baseline: results/text-simplification/nts_test_selected/result_nts_search_39_epoch12_10.24.t7_5_h1,results/text-simplification/nts_test_selected/result_nts_search_34_epoch12_10.34.t7_5_h1,87.82122026562153,,87.79586041451621,2.5942019518380235,89.24262791038683,0.04895104895104895,89.20949251887825,2.277128115462496,1
235,Baseline: results/text-simplification/nts_test_selected/result_nts_search_39_epoch12_10.24.t7_5_h1,results/text-simplification/nts_test_selected/result_nts_search_30_epoch13_10.16.t7_5_h1,87.82122026562153,,87.79586041451621,2.5942019518380235,89.43034158828905,0.06693306693306693,89.41283723826393,2.1462333547480057,0
236,Baseline: results/text-simplification/nts_test_selected/result_nts_search_39_epoch12_10.24.t7_5_h1,results/text-simplification/nts_test_selected/result_nts_search_23_epoch13_10.31.t7_5_h1,87.82122026562153,,87.79586041451621,2.5942019518380235,87.54359783592983,0.2967032967032967,87.5413567589357,2.3747593631962047,0
237,Baseline: results/text-simplification/nts_test_selected/result_nts_search_39_epoch12_10.24.t7_5_h1,results/text-simplification/nts_test_selected/result_nts_search_0_epoch14_10.37.t7_5_h1,87.82122026562153,,87.79586041451621,2.5942019518380235,87.79156146701379,0.4125874125874126,87.80119577190246,2.634399909334867,0
238,Baseline: results/text-simplification/nts_test_selected/result_nts_search_39_epoch12_10.24.t7_5_h1,results/text-simplification/nts_test_selected/result_nts_search_32_epoch13_10.24.t7_5_h1,87.82122026562153,,87.79586041451621,2.5942019518380235,88.59671505222447,0.15184815184815184,88.58141878544778,2.178758247398221,0
239,Baseline: results/text-simplification/nts_test_selected/result_nts_search_39_epoch12_10.24.t7_5_h1,results/text-simplification/nts_test_selected/result_nts_search_17_epoch13_10.13.t7_5_h1,87.82122026562153,,87.79586041451621,2.5942019518380235,87.4434488118232,0.22777222777222778,87.46838050119042,2.340934224269695,0
240,Baseline: results/text-simplification/nts_test_selected/result_nts_search_39_epoch12_10.24.t7_5_h1,results/text-simplification/nts_test_selected/result_nts_search_22_epoch13_10.32.t7_5_h1,87.82122026562153,,87.79586041451621,2.5942019518380235,88.33747406220984,0.2017982017982018,88.32558452817207,2.2342439023061047,0
241,Baseline: results/text-simplification/nts_test_selected/result_nts_search_39_epoch12_10.24.t7_5_h1,results/text-simplification/nts_test_selected/result_nts_search_4_epoch9_10.63.t7_5_h1,87.82122026562153,,87.79586041451621,2.5942019518380235,87.14864780927392,0.2127872127872128,87.19074255446908,2.4963346556447235,0
242,Baseline: results/text-simplification/nts_test_selected/result_nts_search_39_epoch12_10.24.t7_5_h1,results/text-simplification/nts_test_selected/result_nts_search_15_epoch13_10.33.t7_5_h1,87.82122026562153,,87.79586041451621,2.5942019518380235,87.79194880155316,0.4095904095904096,87.77334008808484,2.5743121108754394,0
243,Baseline: results/text-simplification/nts_test_selected/result_nts_search_39_epoch12_10.24.t7_5_h1,results/text-simplification/nts_test_selected/result_nts_search_36_epoch13_10.29.t7_5_h1,87.82122026562153,,87.79586041451621,2.5942019518380235,88.08237181910852,0.2977022977022977,88.08860634996405,2.3418188558354274,0
244,Baseline: results/text-simplification/nts_test_selected/result_nts_search_39_epoch12_10.24.t7_5_h1,results/text-simplification/nts_test_selected/result_nts_search_11_epoch13_10.30.t7_5_h1,87.82122026562153,,87.79586041451621,2.5942019518380235,88.70044429877855,0.13986013986013987,88.69145036380432,2.247682116510802,0
245,Baseline: results/text-simplification/nts_test_selected/result_nts_search_39_epoch12_10.24.t7_5_h1,results/text-simplification/nts_test_selected/result_nts_search_3_epoch12_10.30.t7_5_h1,87.82122026562153,,87.79586041451621,2.5942019518380235,84.53254284904402,0.001998001998001998,84.49422105402822,2.884057142554674,1
246,Baseline: results/text-simplification/nts_test_selected/result_nts_search_31_epoch14_10.34.t7_5_h1,results/text-simplification/nts_test_selected/result_nts_search_13_epoch13_10.12.t7_5_h1,87.19795332546306,,87.1899820078139,2.420903265838831,88.99845502205497,0.04595404595404595,89.00806174276883,2.141900351583466,1
247,Baseline: results/text-simplification/nts_test_selected/result_nts_search_31_epoch14_10.34.t7_5_h1,results/text-simplification/nts_test_selected/result_nts_search_10_epoch14_10.26.t7_5_h1,87.19795332546306,,87.1899820078139,2.420903265838831,86.90840801524928,0.29270729270729273,86.9414639153218,2.3476304193015665,0
248,Baseline: results/text-simplification/nts_test_selected/result_nts_search_31_epoch14_10.34.t7_5_h1,results/text-simplification/nts_test_selected/result_nts_search_23_epoch14_10.31.t7_5_h1,87.19795332546306,,87.1899820078139,2.420903265838831,87.27803750217201,0.37162837162837165,87.28466461989385,2.5093478001015086,0
249,Baseline: results/text-simplification/nts_test_selected/result_nts_search_31_epoch14_10.34.t7_5_h1,results/text-simplification/nts_test_selected/result_nts_search_33_epoch12_10.39.t7_5_h1,87.19795332546306,,87.1899820078139,2.420903265838831,88.01988844143516,0.17182817182817184,87.99000811143257,2.363172206379488,0
250,Baseline: results/text-simplification/nts_test_selected/result_nts_search_31_epoch14_10.34.t7_5_h1,results/text-simplification/nts_test_selected/result_nts_search_16_epoch14_10.45.t7_5_h1,87.19795332546306,,87.1899820078139,2.420903265838831,86.79955779738775,0.24175824175824176,86.86966499876482,2.43564647238496,0
251,Baseline: results/text-simplification/nts_test_selected/result_nts_search_31_epoch14_10.34.t7_5_h1,results/text-simplification/nts_test_selected/result_nts_search_26_epoch14_10.16.t7_5_h1,87.19795332546306,,87.1899820078139,2.420903265838831,88.44453596788466,0.10789210789210789,88.47872660612965,2.2439012869156585,0
252,Baseline: results/text-simplification/nts_test_selected/result_nts_search_31_epoch14_10.34.t7_5_h1,results/text-simplification/nts_test_selected/result_nts_search_2_epoch13_10.27.t7_5_h1,87.19795332546306,,87.1899820078139,2.420903265838831,87.21526223812337,0.43356643356643354,87.22452761764137,2.4472458128187426,0
253,Baseline: results/text-simplification/nts_test_selected/result_nts_search_31_epoch14_10.34.t7_5_h1,results/text-simplification/nts_test_selected/result_nts_search_35_epoch12_10.39.t7_5_h1,87.19795332546306,,87.1899820078139,2.420903265838831,89.2327912326083,0.022977022977022976,89.26235697052515,2.2229172580831076,1
254,Baseline: results/text-simplification/nts_test_selected/result_nts_search_31_epoch14_10.34.t7_5_h1,results/text-simplification/nts_test_selected/result_nts_search_14_epoch12_10.49.t7_5_h1,87.19795332546306,,87.1899820078139,2.420903265838831,85.07422738199156,0.030969030969030968,85.04069706735268,2.715632361742017,1
255,Baseline: results/text-simplification/nts_test_selected/result_nts_search_31_epoch14_10.34.t7_5_h1,results/text-simplification/nts_test_selected/result_nts_search_25_epoch12_10.21.t7_5_h1,87.19795332546306,,87.1899820078139,2.420903265838831,87.78397316682823,0.19880119880119881,87.78311057532261,2.3990330360641963,0
256,Baseline: results/text-simplification/nts_test_selected/result_nts_search_31_epoch14_10.34.t7_5_h1,results/text-simplification/nts_test_selected/result_nts_search_21_epoch14_10.30.t7_5_h1,87.19795332546306,,87.1899820078139,2.420903265838831,88.75854584293633,0.06693306693306693,88.72938885045697,2.218190787354388,0
257,Baseline: results/text-simplification/nts_test_selected/result_nts_search_31_epoch14_10.34.t7_5_h1,results/text-simplification/nts_test_selected/result_nts_search_18_epoch13_10.49.t7_5_h1,87.19795332546306,,87.1899820078139,2.420903265838831,88.67507995231249,0.07592407592407592,88.62195135068596,2.232488928923715,0
258,Baseline: results/text-simplification/nts_test_selected/result_nts_search_31_epoch14_10.34.t7_5_h1,results/text-simplification/nts_test_selected/result_nts_search_1_epoch11_10.32.t7_5_h1,87.19795332546306,,87.1899820078139,2.420903265838831,88.77459912522352,0.04295704295704296,88.7764543827047,2.3837624806836146,1
259,Baseline: results/text-simplification/nts_test_selected/result_nts_search_31_epoch14_10.34.t7_5_h1,results/text-simplification/nts_test_selected/result_nts_search_37_epoch14_10.20.t7_5_h1,87.19795332546306,,87.1899820078139,2.420903265838831,88.3963157687157,0.1048951048951049,88.41291198220345,2.4980638248437117,0
260,Baseline: results/text-simplification/nts_test_selected/result_nts_search_31_epoch14_10.34.t7_5_h1,results/text-simplification/nts_test_selected/result_nts_search_20_epoch11_10.22.t7_5_h1,87.19795332546306,,87.1899820078139,2.420903265838831,86.99667560093822,0.3246753246753247,87.01687571575324,2.427102453600618,0
261,Baseline: results/text-simplification/nts_test_selected/result_nts_search_31_epoch14_10.34.t7_5_h1,results/text-simplification/nts_test_selected/result_nts_search_19_epoch14_10.43.t7_5_h1,87.19795332546306,,87.1899820078139,2.420903265838831,88.63554359646874,0.07892107892107893,88.66766324976408,2.31470970258804,0
262,Baseline: results/text-simplification/nts_test_selected/result_nts_search_31_epoch14_10.34.t7_5_h1,results/text-simplification/nts_test_selected/result_nts_search_12_epoch11_10.24.t7_5_h1,87.19795332546306,,87.1899820078139,2.420903265838831,88.68997481101485,0.06793206793206794,88.71283469021934,2.2218592603785297,0
263,Baseline: results/text-simplification/nts_test_selected/result_nts_search_31_epoch14_10.34.t7_5_h1,results/text-simplification/nts_test_selected/result_nts_search_38_epoch14_10.32.t7_5_h1,87.19795332546306,,87.1899820078139,2.420903265838831,88.080528013648,0.15584415584415584,88.06306106505615,2.393028203638387,0
264,Baseline: results/text-simplification/nts_test_selected/result_nts_search_31_epoch14_10.34.t7_5_h1,results/text-simplification/nts_test_selected/result_nts_search_28_epoch14_10.34.t7_5_h1,87.19795332546306,,87.1899820078139,2.420903265838831,89.3753371225337,0.016983016983016984,89.38917128248885,2.3659547826974787,1
265,Baseline: results/text-simplification/nts_test_selected/result_nts_search_31_epoch14_10.34.t7_5_h1,results/text-simplification/nts_test_selected/result_nts_search_34_epoch12_10.34.t7_5_h1,87.19795332546306,,87.1899820078139,2.420903265838831,89.24262791038683,0.011988011988011988,89.20949251887825,2.277128115462496,1
266,Baseline: results/text-simplification/nts_test_selected/result_nts_search_31_epoch14_10.34.t7_5_h1,results/text-simplification/nts_test_selected/result_nts_search_30_epoch13_10.16.t7_5_h1,87.19795332546306,,87.1899820078139,2.420903265838831,89.43034158828905,0.023976023976023976,89.41283723826393,2.1462333547480057,1
267,Baseline: results/text-simplification/nts_test_selected/result_nts_search_31_epoch14_10.34.t7_5_h1,results/text-simplification/nts_test_selected/result_nts_search_23_epoch13_10.31.t7_5_h1,87.19795332546306,,87.1899820078139,2.420903265838831,87.54359783592983,0.25874125874125875,87.5413567589357,2.3747593631962047,0
268,Baseline: results/text-simplification/nts_test_selected/result_nts_search_31_epoch14_10.34.t7_5_h1,results/text-simplification/nts_test_selected/result_nts_search_0_epoch14_10.37.t7_5_h1,87.19795332546306,,87.1899820078139,2.420903265838831,87.79156146701379,0.18981018981018982,87.80119577190246,2.634399909334867,0
269,Baseline: results/text-simplification/nts_test_selected/result_nts_search_31_epoch14_10.34.t7_5_h1,results/text-simplification/nts_test_selected/result_nts_search_32_epoch13_10.24.t7_5_h1,87.19795332546306,,87.1899820078139,2.420903265838831,88.59671505222447,0.0899100899100899,88.58141878544778,2.178758247398221,0
270,Baseline: results/text-simplification/nts_test_selected/result_nts_search_31_epoch14_10.34.t7_5_h1,results/text-simplification/nts_test_selected/result_nts_search_17_epoch13_10.13.t7_5_h1,87.19795332546306,,87.1899820078139,2.420903265838831,87.4434488118232,0.3096903096903097,87.46838050119042,2.340934224269695,0
271,Baseline: results/text-simplification/nts_test_selected/result_nts_search_31_epoch14_10.34.t7_5_h1,results/text-simplification/nts_test_selected/result_nts_search_22_epoch13_10.32.t7_5_h1,87.19795332546306,,87.1899820078139,2.420903265838831,88.33747406220984,0.08891108891108891,88.32558452817207,2.2342439023061047,0
272,Baseline: results/text-simplification/nts_test_selected/result_nts_search_31_epoch14_10.34.t7_5_h1,results/text-simplification/nts_test_selected/result_nts_search_4_epoch9_10.63.t7_5_h1,87.19795332546306,,87.1899820078139,2.420903265838831,87.14864780927392,0.4035964035964036,87.19074255446908,2.4963346556447235,0
273,Baseline: results/text-simplification/nts_test_selected/result_nts_search_31_epoch14_10.34.t7_5_h1,results/text-simplification/nts_test_selected/result_nts_search_15_epoch13_10.33.t7_5_h1,87.19795332546306,,87.1899820078139,2.420903265838831,87.79194880155316,0.21678321678321677,87.77334008808484,2.5743121108754394,0
274,Baseline: results/text-simplification/nts_test_selected/result_nts_search_31_epoch14_10.34.t7_5_h1,results/text-simplification/nts_test_selected/result_nts_search_36_epoch13_10.29.t7_5_h1,87.19795332546306,,87.1899820078139,2.420903265838831,88.08237181910852,0.15484515484515485,88.08860634996405,2.3418188558354274,0
275,Baseline: results/text-simplification/nts_test_selected/result_nts_search_31_epoch14_10.34.t7_5_h1,results/text-simplification/nts_test_selected/result_nts_search_11_epoch13_10.30.t7_5_h1,87.19795332546306,,87.1899820078139,2.420903265838831,88.70044429877855,0.06693306693306693,88.69145036380432,2.247682116510802,0
276,Baseline: results/text-simplification/nts_test_selected/result_nts_search_31_epoch14_10.34.t7_5_h1,results/text-simplification/nts_test_selected/result_nts_search_3_epoch12_10.30.t7_5_h1,87.19795332546306,,87.1899820078139,2.420903265838831,84.53254284904402,0.01898101898101898,84.49422105402822,2.884057142554674,1
277,Baseline: results/text-simplification/nts_test_selected/result_nts_search_13_epoch13_10.12.t7_5_h1,results/text-simplification/nts_test_selected/result_nts_search_10_epoch14_10.26.t7_5_h1,88.99845502205497,,89.00806174276883,2.141900351583466,86.90840801524928,0.01998001998001998,86.9414639153218,2.3476304193015665,1
278,Baseline: results/text-simplification/nts_test_selected/result_nts_search_13_epoch13_10.12.t7_5_h1,results/text-simplification/nts_test_selected/result_nts_search_23_epoch14_10.31.t7_5_h1,88.99845502205497,,89.00806174276883,2.141900351583466,87.27803750217201,0.04395604395604396,87.28466461989385,2.5093478001015086,1
279,Baseline: results/text-simplification/nts_test_selected/result_nts_search_13_epoch13_10.12.t7_5_h1,results/text-simplification/nts_test_selected/result_nts_search_33_epoch12_10.39.t7_5_h1,88.99845502205497,,89.00806174276883,2.141900351583466,88.01988844143516,0.13386613386613386,87.99000811143257,2.363172206379488,0
280,Baseline: results/text-simplification/nts_test_selected/result_nts_search_13_epoch13_10.12.t7_5_h1,results/text-simplification/nts_test_selected/result_nts_search_16_epoch14_10.45.t7_5_h1,88.99845502205497,,89.00806174276883,2.141900351583466,86.79955779738775,0.02097902097902098,86.86966499876482,2.43564647238496,1
